sample id,data entry author,state,lab id,lab name,collection date,collection time (Pacific/Honolulu),stored collectionTime,tested by,site id,site name,latitude,longitude,water temperature (f),air temperature (f),current weather,recent precipitation,tide,wave height,wind speed (mph),wind direction,Enterococcus modifier,Enterococcus (mpn/100mL),Ecoli modifier,Ecoli (mpn/100mL),Total Coliform modifier,Total Coliform (mpn/100mL),comments,pH,Salinity (PSU),Turbidity (NTU),Ammonia/NH3 (ppm),Nitrates/NO3 (mg/L),Nitrites/NO2 (mg/L),Nitrogen(NO3+NO2) (mg/L),Phosphate (mg/L),Dissolved Oxygen (mg/L),publication time
b6fbee32-c204-4487-97ec-7cad36c76850,624e7b16-f050-4380-8f6f-d412e376796a,Hawaii,44,Oʻahu,9/22/2024,9:52:00 AM,2024-09-22T19:52:00.000Z,Sherine,859,Magic Island Canoe Launch,21.28777,-157.844116,79,76,Partly_Cloudy,FALSE,outgoing,2-4 ft,11,E,=,20,,,,,"can see bottom sand
fish in water",,,,,,,,,,2024-09-24T05:46:19.251Z
ba30093b-b13a-4a41-8fa6-6a7d6ed8ebe9,624e7b16-f050-4380-8f6f-d412e376796a,Hawaii,44,Oʻahu,9/8/2024,9:00:00 AM,2024-09-08T19:00:00.000Z,Greg Young,859,Magic Island Canoe Launch,21.28777,-157.844116,80,79,,FALSE,outgoing,<1 ft,10,NE,=,20,,,,,,,,,,,,,,,2024-09-10T08:17:24.616Z
77a3c6f3-5e90-4cb4-9cbb-bb2b72732d3d,717504ff-6cc2-4106-a2da-7f3d3ed6a4c5,Hawaii,44,Oʻahu,8/25/2024,9:00:00 AM,2024-08-25T19:00:00.000Z,Greg Young,859,Magic Island Canoe Launch,21.28777,-157.844116,79,75,Heavy_Rain,TRUE,incoming,1-2 ft,30,NE,=,292,,,,,Hurricane Hone is blowing through,,,,,,,,,,2024-08-27T20:28:00.917Z
14e85917-3c5f-4fd0-96ac-52e3d796027c,717504ff-6cc2-4106-a2da-7f3d3ed6a4c5,Hawaii,44,Oʻahu,8/11/2024,9:00:00 AM,2024-08-11T19:00:00.000Z,Gwen Young,859,Magic Island Canoe Launch,21.28777,-157.844116,79,78,Partly_Cloudy,FALSE,incoming,<1 ft,15,NE,=,20,,,,,,,,,,,,,,,2024-08-13T03:20:15.768Z
1c46ce77-730d-4eea-9d3e-e32428347c01,624e7b16-f050-4380-8f6f-d412e376796a,Hawaii,44,Oʻahu,7/28/2024,9:42:00 AM,2024-07-28T19:42:00.000Z,Sherine,859,Magic Island Canoe Launch,21.28777,-157.844116,79,76,Partly_Cloudy,TRUE,incoming,1-2 ft,17,E,=,10,,,,,"some fish in water, paddlers launching canoes",,,,,,,,,,2024-07-30T04:57:30.220Z
cf13d2d5-834c-4c17-9e8f-b66110e88cd1,624e7b16-f050-4380-8f6f-d412e376796a,Hawaii,44,Oʻahu,7/14/2024,9:00:00 AM,2024-07-14T19:00:00.000Z,Greg Young,859,Magic Island Canoe Launch,21.28777,-157.844116,78,77,Partly_Cloudy,TRUE,incoming,,15,NE,=,51,,,,,,,,,,,,,,,2024-07-16T08:47:00.865Z
73ece406-823e-4cf0-b374-5bf4f0db0347,624e7b16-f050-4380-8f6f-d412e376796a,Hawaii,44,Oʻahu,6/30/2024,9:00:00 AM,2024-06-30T19:00:00.000Z,Greg Young,859,Magic Island Canoe Launch,21.28777,-157.844116,79,76,Partly_Cloudy,FALSE,incoming,<1 ft,5,NE,=,31,,,,,,,,,,,,,,,2024-07-02T08:51:57.582Z
3fb65975-9d68-479f-9a29-55d28a251c52,717504ff-6cc2-4106-a2da-7f3d3ed6a4c5,Hawaii,44,Oʻahu,6/16/2024,9:00:00 AM,2024-06-16T19:00:00.000Z,Greg Young,859,Magic Island Canoe Launch,21.28777,-157.844116,78,75,Partly_Cloudy,FALSE,incoming,<1 ft,15,NE,=,10,,,,,,,,,,,,,,,2024-06-18T03:48:32.149Z
b93b6a0e-7716-40c4-adeb-b3d747a17176,624e7b16-f050-4380-8f6f-d412e376796a,Hawaii,44,Oʻahu,6/2/2024,8:20:00 AM,2024-06-02T18:20:00.000Z,Dylan Whitmore,859,Magic Island Canoe Launch,21.28777,-157.844116,79,76,Partly_Cloudy,TRUE,incoming,<1 ft,7,NE,=,41,,,,,,,,,,,,,,,2024-06-04T08:55:43.779Z
510e2c2c-6cee-46ff-a280-f5a468a62cd9,717504ff-6cc2-4106-a2da-7f3d3ed6a4c5,Hawaii,44,Oʻahu,5/19/2024,9:00:00 AM,2024-05-19T19:00:00.000Z,Greg Young,859,Magic Island Canoe Launch,21.28777,-157.844116,77,75,Light_Rain,TRUE,incoming,<1 ft,10,NE,=,6131,,,,,Brown water.  Lots of debris.,,,,,,,,,,2024-05-21T03:48:58.191Z
ca0c2167-3b0a-49d2-bef5-c20dd760e287,717504ff-6cc2-4106-a2da-7f3d3ed6a4c5,Hawaii,44,Oʻahu,5/5/2024,9:00:00 AM,2024-05-05T19:00:00.000Z,Greg Young,859,Magic Island Canoe Launch,21.28777,-157.844116,76,73,Partly_Cloudy,TRUE,incoming,1-2 ft,25,NE,=,605,,,,,,,,,,,,,,,2024-05-07T03:54:30.067Z
77bb9fbd-d5f4-4308-acb5-3da84660f90e,624e7b16-f050-4380-8f6f-d412e376796a,Hawaii,44,Oʻahu,4/21/2024,9:00:00 AM,2024-04-21T19:00:00.000Z,Greg Young,859,Magic Island Canoe Launch,21.28777,-157.844116,76,73,Partly_Cloudy,TRUE,incoming,<1 ft,10,NE,=,70,,,,,,,,,,,,,,,2024-04-23T08:40:17.165Z
7712ff56-6a4f-4ff1-9e2d-9335900ec42a,624e7b16-f050-4380-8f6f-d412e376796a,Hawaii,44,Oʻahu,3/24/2024,9:00:00 AM,2024-03-24T19:00:00.000Z,Greg Young,859,Magic Island Canoe Launch,21.28777,-157.844116,75,72,Partly_Cloudy,TRUE,outgoing,<1 ft,15,NE,=,10,,,,,,,,,,,,,,,2024-03-26T08:31:01.187Z
a5c747a3-bf6f-473e-93ea-f9fe3254d8ab,624e7b16-f050-4380-8f6f-d412e376796a,Hawaii,44,Oʻahu,3/10/2024,9:00:00 AM,2024-03-10T19:00:00.000Z,Greg Young,859,Magic Island Canoe Launch,21.28777,-157.844116,75,72,Partly_Cloudy,TRUE,outgoing,<1 ft,20,NE,=,122,,,,,,,,,,,,,,,2024-03-12T10:02:59.329Z
1cc25714-c0bf-462d-947a-bbde8352e3a9,624e7b16-f050-4380-8f6f-d412e376796a,Hawaii,44,Oʻahu,2/25/2024,9:00:00 AM,2024-02-25T19:00:00.000Z,Greg Young,859,Magic Island Canoe Launch,21.28777,-157.844116,,72,Partly_Cloudy,TRUE,outgoing,1-2 ft,20,NE,=,323,,,,,,,,,,,,,,,2024-02-27T09:18:14.418Z
703c7f13-d024-4795-8ae1-f951e75db9f1,717504ff-6cc2-4106-a2da-7f3d3ed6a4c5,Hawaii,44,Oʻahu,1/28/2024,9:00:00 AM,2024-01-28T19:00:00.000Z,Greg Young,859,Magic Island Canoe Launch,21.28777,-157.844116,76,75,Overcast,FALSE,outgoing,<1 ft,15,SW,=,63,,,,,,,,,,,,,,,2024-01-30T07:22:57.564Z
55806090-a037-42b1-a28f-409a2addb2ef,717504ff-6cc2-4106-a2da-7f3d3ed6a4c5,Hawaii,44,Oʻahu,1/14/2024,9:00:00 AM,2024-01-14T19:00:00.000Z,Greg Young,859,Magic Island Canoe Launch,21.28777,-157.844116,76,70,Sunny,FALSE,outgoing,<1 ft,5,NW,=,108,,,,,,,,,,,,,,,2024-01-16T04:47:14.256Z
c216afa9-7291-420d-b0cf-a6426ed70f81,717504ff-6cc2-4106-a2da-7f3d3ed6a4c5,Hawaii,44,Oʻahu,12/10/2023,9:00:00 AM,2023-12-10T19:00:00.000Z,Greg Young,859,Magic Island Canoe Launch,21.28777,-157.844116,78,75,Partly_Cloudy,FALSE,outgoing,<1 ft,10,NE,=,175,,,,,,,,,,,,,,,2023-12-12T00:22:42.636Z
f213853d-93f3-4d3c-965d-df8d27999f65,717504ff-6cc2-4106-a2da-7f3d3ed6a4c5,Hawaii,44,Oʻahu,11/12/2023,9:00:00 AM,2023-11-12T19:00:00.000Z,Greg Young,859,Magic Island Canoe Launch,21.28777,-157.844116,80,78,Partly_Cloudy,TRUE,outgoing,<1 ft,20,,=,10,,,,,,,,,,,,,,,2023-11-14T03:30:58.112Z
f9b70893-92bb-400f-85f8-71905622e3e3,717504ff-6cc2-4106-a2da-7f3d3ed6a4c5,Hawaii,44,Oʻahu,10/29/2023,10:25:00 AM,2023-10-29T20:25:00.000Z,Sherine B.,859,Magic Island Canoe Launch,21.28777,-157.844116,79,77,Partly_Cloudy,FALSE,outgoing,1-2 ft,9,E,=,74,,,,,,,,,,,,,,,2023-10-31T01:34:24.038Z
b346766d-ece1-430b-a8de-5594efafde28,717504ff-6cc2-4106-a2da-7f3d3ed6a4c5,Hawaii,44,Oʻahu,10/15/2023,9:00:00 AM,2023-10-15T19:00:00.000Z,Gwen Young,859,Magic Island Canoe Launch,21.28777,-157.844116,80,79,Partly_Cloudy,FALSE,outgoing,2-4 ft,5,NE,=,241,,,,,,,,,,,,,,,2023-10-17T03:36:50.940Z
0c999f85-9aaa-4c10-aded-f93e70a99960,Google_117941694820731963023,Hawaii,44,Oʻahu,10/1/2023,9:00:00 AM,2023-10-01T19:00:00.000Z,Christian Squire,859,Magic Island Canoe Launch,21.28777,-157.844116,80,77,Partly_Cloudy,FALSE,outgoing,<1 ft,15,NE,=,30,,,,,,,,,,,,,,,2023-10-03T00:23:07.792Z
da81f74f-2ca0-4b2b-96d2-84d229776fb5,717504ff-6cc2-4106-a2da-7f3d3ed6a4c5,Hawaii,44,Oʻahu,9/3/2023,9:00:00 AM,2023-09-03T19:00:00.000Z,Greg Young,859,Magic Island Canoe Launch,21.28777,-157.844116,80,78,Partly_Cloudy,FALSE,outgoing,<1 ft,10,NE,=,10,,,,,,,,,,,,,,,2023-09-04T23:34:59.369Z
e54f46ab-c0aa-44cf-9c59-74246bb33414,717504ff-6cc2-4106-a2da-7f3d3ed6a4c5,Hawaii,44,Oʻahu,8/20/2023,9:00:00 AM,2023-08-20T19:00:00.000Z,Greg Young,859,Magic Island Canoe Launch,21.28777,-157.844116,80,77,Partly_Cloudy,TRUE,outgoing,<1 ft,10,NE,=,10,,,,,,,,,,,,,,,2023-08-22T01:00:22.479Z
413aaecb-8684-41f7-8552-ad3057f2c87c,624e7b16-f050-4380-8f6f-d412e376796a,Hawaii,44,Oʻahu,8/6/2023,9:00:00 AM,2023-08-06T19:00:00.000Z,Greg Young,859,Magic Island Canoe Launch,21.28777,-157.844116,80,79,Partly_Cloudy,FALSE,outgoing,<1 ft,10,NE,=,20,,,,,,,,,,,,,,,2023-08-08T05:56:52.586Z
0db0f256-6080-40f0-a2a4-2e891eda4e61,Google_117941694820731963023,Hawaii,44,Oʻahu,7/23/2023,8:00:00 AM,2023-07-23T18:00:00.000Z,Christian Squire,859,Magic Island Canoe Launch,21.28777,-157.844116,80,78,Overcast,TRUE,outgoing,<1 ft,12,NE,=,97,,,,,,,,,,,,,,,2023-07-25T00:45:21.744Z
20647470-605e-4675-a144-cf8f531b7a3b,624e7b16-f050-4380-8f6f-d412e376796a,Hawaii,44,Oʻahu,7/9/2023,9:00:00 AM,2023-07-09T19:00:00.000Z,Greg Young,859,Magic Island Canoe Launch,21.28777,-157.844116,79,75,Partly_Cloudy,TRUE,incoming,<1 ft,15,NE,<,10,,,,,,,,,,,,,,,2023-07-11T08:18:00.607Z
a018e08c-1270-46ad-8d42-bd4eaf79780b,624e7b16-f050-4380-8f6f-d412e376796a,Hawaii,44,Oʻahu,6/25/2023,9:15:00 AM,2023-06-25T19:15:00.000Z,Greg Young,859,Magic Island Canoe Launch,21.28777,-157.844116,79,76,Partly_Cloudy,TRUE,incoming,<1 ft,20,NE,=,10,,,,,,,,,,,,,,,2023-06-27T09:24:51.020Z
ebd57972-a163-4b83-906d-589b07a5d794,Google_117941694820731963023,Hawaii,44,Oʻahu,6/11/2023,10:00:00 AM,2023-06-11T20:00:00.000Z,Christian Squire,859,Magic Island Canoe Launch,21.28777,-157.844116,79,83,Sunny,FALSE,incoming,1-2 ft,10,E,=,10,,,,,,,,,,,,,,,2023-06-13T00:22:55.234Z
19f663c7-a988-4c12-acb2-13d1d2e418b9,Google_107796448582146466088,Hawaii,44,Oʻahu,5/28/2023,9:00:00 AM,2023-05-28T19:00:00.000Z,Greg Young,859,Magic Island Canoe Launch,21.28777,-157.844116,77,73,Partly_Cloudy,FALSE,incoming,<1 ft,5,E,=,10,,,,,"incoming, medium tide. ",,,,,,,,,,2023-05-30T07:30:50.401Z
7eab94dd-693e-4d6d-8f1e-ac44bdaa4b6a,717504ff-6cc2-4106-a2da-7f3d3ed6a4c5,Hawaii,44,Oʻahu,5/14/2023,9:20:00 AM,2023-05-14T19:20:00.000Z,Dan Amato,859,Magic Island Canoe Launch,21.28777,-157.844116,76,72,Sunny,TRUE,incoming,1-2 ft,12,NE,=,3076,,,,,"  










































































",,,,,,,,,,2023-05-16T04:08:26.700Z
d0522b47-98ed-45df-bcbd-0cc42a82fe5b,717504ff-6cc2-4106-a2da-7f3d3ed6a4c5,Hawaii,44,Oʻahu,4/30/2023,9:00:00 AM,2023-04-30T19:00:00.000Z,Greg Young,859,Magic Island Canoe Launch,21.28777,-157.844116,78,73,Partly_Cloudy,TRUE,incoming,<1 ft,10,NE,<,10,,,,,,,,,,,,,,,2023-05-02T00:30:13.003Z
a907139d-3abd-4e71-9a00-43e3ee8acfdd,717504ff-6cc2-4106-a2da-7f3d3ed6a4c5,Hawaii,44,Oʻahu,4/16/2023,9:15:00 AM,2023-04-16T19:15:00.000Z,Greg Young,859,Magic Island Canoe Launch,21.28777,-157.844116,76,73,Sunny,FALSE,outgoing,<1 ft,5,NE,=,31,,,,,,,,,,,,,,,2023-04-18T01:19:16.196Z
bbd8844c-e6b4-43ee-bec8-1dbe6d70e45f,717504ff-6cc2-4106-a2da-7f3d3ed6a4c5,Hawaii,44,Oʻahu,4/2/2023,10:10:00 AM,2023-04-02T20:10:00.000Z,Sherine B.,859,Magic Island Canoe Launch,21.28777,-157.844116,77,74,Partly_Cloudy,FALSE,incoming,<1 ft,4,NE,=,52,,,,,Clear water. No Trash,,,,,,,,,,2023-04-04T00:02:46.731Z
90ae6802-7ced-486c-8be2-fd564c6cd298,Google_107796448582146466088,Hawaii,44,Oʻahu,3/19/2023,9:00:00 AM,2023-03-19T19:00:00.000Z,Greg Young,859,Magic Island Canoe Launch,21.28777,-157.844116,76,74,Partly_Cloudy,FALSE,low,<1 ft,8,S,=,122,,,,,"outgoing, low tide",,,,,,,,,,2023-03-21T08:39:02.933Z
bf120c92-9875-46d5-a09d-eb77eb99c8aa,717504ff-6cc2-4106-a2da-7f3d3ed6a4c5,Hawaii,44,Oʻahu,3/5/2023,10:10:00 AM,2023-03-05T20:10:00.000Z,Sherine S. Boomla,859,Magic Island Canoe Launch,21.28777,-157.844116,75,70,Partly_Cloudy,TRUE,outgoing,<1 ft,3,NE,=,63,,,,,,,,,,,,,,,2023-03-07T08:09:02.575Z
1b362421-2e91-4f81-a550-bd03e24e8528,717504ff-6cc2-4106-a2da-7f3d3ed6a4c5,Hawaii,44,Oʻahu,2/19/2023,10:20:00 AM,2023-02-19T20:20:00.000Z,Dan Amato,859,Magic Island Canoe Launch,21.28777,-157.844116,76,74,Sunny,TRUE,outgoing,<1 ft,10,NE,=,1296,,,,,,,,,,,,,,,2023-02-21T05:45:15.877Z
e9d7df59-a321-4757-99fa-f8c8bed707ba,Google_107796448582146466088,Hawaii,44,Oʻahu,2/5/2023,9:00:00 AM,2023-02-05T19:00:00.000Z,greg Young,859,Magic Island Canoe Launch,21.28777,-157.844116,,,Partly_Cloudy,TRUE,high,<1 ft,10,NE,=,397,,,,,"outgoing, high tide. ",,,,,,,,,,2023-02-07T07:32:22.580Z
914e6e29-cf09-4423-b007-66586e42c3a5,Google_107796448582146466088,Hawaii,44,Oʻahu,1/22/2023,9:00:00 AM,2023-01-22T19:00:00.000Z,Greg Young,859,Magic Island Canoe Launch,21.28777,-157.844116,77,72,Partly_Cloudy,FALSE,incoming,<1 ft,10,NE,=,231,,,,,"Incoming, medium tide.  ",,,,,,,,,,2023-01-24T07:37:25.277Z
45f0f9c1-d897-4d95-ba45-a6941bff88f2,717504ff-6cc2-4106-a2da-7f3d3ed6a4c5,Hawaii,44,Oʻahu,1/8/2023,10:50:00 AM,2023-01-08T20:50:00.000Z,Christian Squire,859,Magic Island Canoe Launch,21.28777,-157.844116,78,73,Sunny,FALSE,outgoing,1-2 ft,8,NE,=,201,,,,,,,32.6,,,,,,,,2023-01-10T02:23:09.195Z
0175b0c3-0029-4f30-a4a1-255829c040e2,Google_107796448582146466088,Hawaii,44,Oʻahu,12/11/2022,9:30:00 AM,2022-12-11T19:30:00.000Z,Don F. ,859,Magic Island Canoe Launch,21.28777,-157.844116,78,75,Partly_Cloudy,TRUE,outgoing,<1 ft,6,NE,=,10,,,,,"outgoing, medium tide
",,35.2,,,,,,,,2022-12-13T08:32:51.168Z
84f91b1b-dfbd-40dc-9bf4-27e90014400f,Google_107796448582146466088,Hawaii,44,Oʻahu,11/27/2022,8:30:00 AM,2022-11-27T18:30:00.000Z,"Becky, Mahina, Ryan",859,Magic Island Canoe Launch,21.28777,-157.844116,78,71,Partly_Cloudy,TRUE,outgoing,,6,NE,=,168,,,,,"
outgoing, medium tide.  Water clear, but debris and trash floating.  ",,27.7,,,,,,,,2022-11-29T07:17:27.032Z
9d145e78-b8ea-4cf1-b942-12aeccf133ca,717504ff-6cc2-4106-a2da-7f3d3ed6a4c5,Hawaii,44,Oʻahu,11/13/2022,8:50:00 AM,2022-11-13T18:50:00.000Z,Don and Tracey,859,Magic Island Canoe Launch,21.28777,-157.844116,80,75,Light_Rain,TRUE,high,<1 ft,5,NE,=,3076.0,,,,,,,25.9,,,,,,,,2022-11-15T05:39:29.968Z
bc8c459c-3a2b-4567-8547-03d5507f91f6,717504ff-6cc2-4106-a2da-7f3d3ed6a4c5,Hawaii,44,Oʻahu,10/30/2022,8:45:00 AM,2022-10-30T18:45:00.000Z,Don and Tracey,859,Magic Island Canoe Launch,21.28777,-157.844116,81,80,Partly_Cloudy,TRUE,high,<1 ft,11,NE,=,209.0,,,,,,,31.6,,,,,,,,2022-11-01T01:45:53.811Z
991d93db-e81a-432d-968d-b018b03c75bb,717504ff-6cc2-4106-a2da-7f3d3ed6a4c5,Hawaii,44,Oʻahu,10/16/2022,8:15:00 AM,2022-10-16T18:15:00.000Z,Don and Tracey,859,Magic Island Canoe Launch,21.28777,-157.844116,81,77,Sunny,TRUE,high,<1 ft,5,NE,=,97.0,,,,,,,32.0,,,,,,,,2022-10-18T02:46:42.047Z
eeed0417-eb78-47ab-b413-67d29b1a4519,717504ff-6cc2-4106-a2da-7f3d3ed6a4c5,Hawaii,44,Oʻahu,10/2/2022,9:00:00 AM,2022-10-02T19:00:00.000Z,Don and Tracy,859,Magic Island Canoe Launch,21.28777,-157.844116,81,76,Light_Rain,TRUE,high,<1 ft,3.4,NE,=,75.0,,,,,,,34.2,,,,,,,,2022-10-04T03:08:32.220Z
48313cff-9379-4850-812d-238194c1ad3d,717504ff-6cc2-4106-a2da-7f3d3ed6a4c5,Hawaii,44,Oʻahu,9/18/2022,8:45:00 AM,2022-09-18T18:45:00.000Z,Don/Tracey F.,859,Magic Island Canoe Launch,21.28777,-157.844116,81,78,Partly_Cloudy,FALSE,high,<1 ft,5,E,=,63,,,,,,,32.1,,,,,,,,2022-09-20T20:32:59.005Z
7621943d-f713-458e-b97b-7e92653f2d8e,717504ff-6cc2-4106-a2da-7f3d3ed6a4c5,Hawaii,44,Oʻahu,9/4/2022,9:00:00 AM,2022-09-04T19:00:00.000Z,Don and Tracy,859,Magic Island Canoe Launch,21.28777,-157.844116,82,78,Partly_Cloudy,TRUE,incoming,<1 ft,5,NE,=,216.0,,,,,,,30.8,,,,,,,,2022-09-06T02:08:05.576Z
acbf0eac-9c37-4d58-b9fa-ad61dc35a0bd,717504ff-6cc2-4106-a2da-7f3d3ed6a4c5,Hawaii,44,Oʻahu,8/21/2022,8:30:00 AM,2022-08-21T18:30:00.000Z,Don/Tracey F.,859,Magic Island Canoe Launch,21.28777,-157.844116,82,77,Sunny,TRUE,incoming,<1 ft,5,E,=,20,,,,,,,34.2,,,,,,,,2022-08-23T01:52:39.221Z
6fdc46e0-202f-42da-b734-ae5b45cc5052,Google_107796448582146466088,Hawaii,44,Oʻahu,8/7/2022,9:00:00 AM,2022-08-07T19:00:00.000Z,Don and Tracey F.,859,Magic Island Canoe Launch,21.28777,-157.844116,80,77,Sunny,TRUE,incoming,<1 ft,5,NE,=,441,,,,,"incoming, medium tide",,33.2,,,,,,,,2022-08-09T07:25:43.902Z
d8310ee1-b5e9-4d0e-9b3c-2872f27ae970,717504ff-6cc2-4106-a2da-7f3d3ed6a4c5,Hawaii,44,Oʻahu,7/24/2022,8:50:00 AM,2022-07-24T18:50:00.000Z,Don and Tracey,859,Magic Island Canoe Launch,21.28777,-157.844116,80,77,Sunny,TRUE,incoming,<1 ft,5.7,NE,=,52.0,,,,,,,30.9,,,,,,,,2022-07-26T02:31:30.186Z
39aa067e-c2ee-4fcf-bed8-58c483180a19,717504ff-6cc2-4106-a2da-7f3d3ed6a4c5,Hawaii,44,Oʻahu,7/10/2022,8:45:00 AM,2022-07-10T18:45:00.000Z,Don/Tracey,859,Magic Island Canoe Launch,21.28777,-157.844116,78,77,Sunny,TRUE,incoming,<1 ft,3.5,NE,=,108.0,,,,,,,32.1,,,,,,,,2022-07-12T02:51:28.322Z
6e036df9-0e32-4101-89cc-092b09de5f9b,717504ff-6cc2-4106-a2da-7f3d3ed6a4c5,Hawaii,44,Oʻahu,6/26/2022,8:25:00 AM,2022-06-26T18:25:00.000Z,Don/Tracey F.,859,Magic Island Canoe Launch,21.28777,-157.844116,78,74,Sunny,TRUE,low,<1 ft,5,SE,=,20,,,,,,,32.8,,,,,,,,2022-06-28T03:47:19.405Z
68300326-f77c-4d86-8820-372be483b9b4,717504ff-6cc2-4106-a2da-7f3d3ed6a4c5,Hawaii,44,Oʻahu,6/12/2022,9:00:00 AM,2022-06-12T19:00:00.000Z,Don F.,859,Magic Island Canoe Launch,21.28777,-157.844116,78,75,Sunny,FALSE,incoming,<1 ft,7,NE,<,20,,,,,,,33.8,,,,,,,,2022-06-14T03:01:17.698Z
48797d2f-d255-4dd0-819b-2c232b363316,Google_107796448582146466088,Hawaii,44,Oʻahu,5/29/2022,8:05:00 AM,2022-05-29T18:05:00.000Z,Don and Tracey F. ,859,Magic Island Canoe Launch,21.28777,-157.844116,78,74,Overcast,TRUE,low,<1 ft,2.3,NE,=,97,,,,,"outgoing, low tide.   ",,33.0,,,,,,,,2022-05-31T08:14:15.860Z
f4ec26bb-7f47-43fe-84ec-e74902edc428,Google_107796448582146466088,Hawaii,44,Oʻahu,5/15/2022,9:00:00 AM,2022-05-15T19:00:00.000Z,Don and Tracy F,859,Magic Island Canoe Launch,21.28777,-157.844116,78,75,Sunny,TRUE,low,<1 ft,12,NE,=,20,,,,,"Incoming, low tide

",,31.6,,,,,,,,2022-05-17T00:46:49.880Z
6ee4aa4d-de50-4d67-9848-17fcb70ad1f3,Google_107796448582146466088,Hawaii,44,Oʻahu,5/1/2022,8:55:00 AM,2022-05-01T18:55:00.000Z,Don and Tracey F. ,859,Magic Island Canoe Launch,21.28777,-157.844116,77,73.4,Light_Rain,TRUE,low,<1 ft,11.5,NE,=,228,,,,,"incoming, low tide",,31.4,,,,,,,,2022-05-03T07:45:46.772Z
b4d674fa-9a44-457c-bfd9-5786ad9f7c12,717504ff-6cc2-4106-a2da-7f3d3ed6a4c5,Hawaii,44,Oʻahu,4/18/2022,9:00:00 AM,2022-04-18T19:00:00.000Z,Ryan Daddo,859,Magic Island Canoe Launch,21.28777,-157.844116,78,74,Partly_Cloudy,TRUE,low,4-6 ft,22,NE,=,121.0,,,,,,,28.8,,,,,,,,2022-04-19T00:11:36.296Z
da0ea99f-3f70-46c0-b8ae-eb4075c475fe,Google_107796448582146466088,Hawaii,44,Oʻahu,4/3/2022,8:55:00 AM,2022-04-03T18:55:00.000Z,Don and Tracey F. ,859,Magic Island Canoe Launch,21.28777,-157.844116,77,73,Partly_Cloudy,TRUE,low,<1 ft,15,NE,=,74,,,,,"outgoing, low tide. ",,32.8,,,,,,,,2022-04-05T06:57:50.686Z
479ae837-4b76-484b-afc6-69c00446f315,Google_107796448582146466088,Hawaii,44,Oʻahu,3/20/2022,8:30:00 AM,2022-03-20T18:30:00.000Z,Don and Tracey F. ,859,Magic Island Canoe Launch,21.28777,-157.844116,77,73,Partly_Cloudy,TRUE,outgoing,<1 ft,7,NE,=,97,,,,,"outgoing, medium tide.  ",,33.4,,,,,,,,2022-03-22T07:44:39.102Z
