sample id,data entry author,state,lab id,lab name,collection date,collection time (Pacific/Honolulu),stored collectionTime,tested by,site id,site name,latitude,longitude,water temperature (f),air temperature (f),current weather,recent precipitation,tide,wave height,wind speed (mph),wind direction,Enterococcus modifier,Enterococcus (mpn/100mL),Ecoli modifier,Ecoli (mpn/100mL),Total Coliform modifier,Total Coliform (mpn/100mL),comments,pH,Salinity (PSU),Turbidity (NTU),Ammonia/NH3 (ppm),Nitrates/NO3 (mg/L),Nitrites/NO2 (mg/L),Nitrogen(NO3+NO2) (mg/L),Phosphate (mg/L),Dissolved Oxygen (mg/L),publication time
ad1ac640-622a-41a6-b13d-8e1cef62481e,Google_107796448582146466088,Hawaii,44,Oʻahu,3/6/2022,8:50:00 AM,2022-03-06T18:50:00.000Z,Don and Tracey F. ,859,Magic Island Canoe Launch,21.28777,-157.844116,77,71.6,Sunny,TRUE,outgoing,<1 ft,5,NE,=,301,,,,,"outgoing, low tide. ",,31.2,,,,,,,,2022-03-08T09:00:58.218Z
90c3a5e0-ebc0-47d3-a9ef-295947215cab,Google_107796448582146466088,Hawaii,44,Oʻahu,2/20/2022,8:15:00 AM,2022-02-20T18:15:00.000Z,Don and Traci F. ,859,Magic Island Canoe Launch,21.28777,-157.844116,77,71,Sunny,FALSE,outgoing,<1 ft,,,=,368,,,,,"outgoing, medium tide",,31.3,,,,,,,,2022-02-22T07:28:33.329Z
6414f9da-755f-408a-a2e0-5a23ce71feca,Google_107796448582146466088,Hawaii,44,Oʻahu,2/6/2022,8:40:00 AM,2022-02-06T18:40:00.000Z,Don and Tracey F. ,859,Magic Island Canoe Launch,21.28777,-157.844116,77,73,Partly_Cloudy,TRUE,outgoing,<1 ft,3,NE,=,96,,,,,"outgoing, high tide",,30.8,,,,,,,,2022-02-08T08:04:27.998Z
dfaa5a9e-4f92-43ea-a712-55318dac42e9,Google_107796448582146466088,Hawaii,44,Oʻahu,1/23/2022,9:00:00 AM,2022-01-23T19:00:00.000Z,Don and Tracey F. ,859,Magic Island Canoe Launch,21.28777,-157.844116,78,77,Sunny,FALSE,high,<1 ft,14,NE,=,332.,,,,,,,24.1,,,,,,,,2022-01-25T06:54:35.585Z
8ac56821-fe25-4494-a8c7-6950438a7fc5,Google_107796448582146466088,Hawaii,44,Oʻahu,1/9/2022,9:10:00 AM,2022-01-09T19:10:00.000Z,Don & Tracey Fujiyama,859,Magic Island Canoe Launch,21.28777,-157.844116,76,73,Sunny,FALSE,high,<1 ft,3,NE,=,1191.,,,,,"outgoing, high tide",,19.8,,,,,,,,2022-01-11T07:50:47.077Z
950190a7-a569-4b89-aa7f-362ef86a65e5,Google_107796448582146466088,Hawaii,44,Oʻahu,12/26/2021,9:05:00 AM,2021-12-26T19:05:00.000Z,Don and Tracey Fujiyama,859,Magic Island Canoe Launch,21.28777,-157.844116,75,73,Partly_Cloudy,TRUE,high,<1 ft,,NE,=,238,,,,,"outgoing, high tide",,17.8,,,,,,,,2021-12-28T06:42:58.528Z
0f8f12ee-c9c7-445b-9045-afff9696d1ab,717504ff-6cc2-4106-a2da-7f3d3ed6a4c5,Hawaii,44,Oʻahu,12/12/2021,9:00:00 AM,2021-12-12T19:00:00.000Z,Don/Tracey,859,Magic Island Canoe Launch,21.28777,-157.844116,75,73,Partly_Cloudy,TRUE,incoming,<1 ft,5,E,=,1842,,,,,"Lots of trash
-UV light broke, delay in reading results",,26.8,,,,,,,,2021-12-15T06:05:26.935Z
a34970bf-c2bd-406a-9d1d-241acfa6e431,Google_107796448582146466088,Hawaii,44,Oʻahu,11/28/2021,8:50:00 AM,2021-11-28T18:50:00.000Z,Don and Tracey F. ,859,Magic Island Canoe Launch,21.28777,-157.844116,75,69,Partly_Cloudy,TRUE,high,<1 ft,5.8,NE,=,97,,,,,"incoming, high tide",,30.5,,,,,,,,2021-11-30T07:40:30.920Z
25ba9c65-306c-41a3-b3a3-a7871c684016,Google_107796448582146466088,Hawaii,44,Oʻahu,11/14/2021,8:55:00 AM,2021-11-14T18:55:00.000Z,Don & Tracey Fujiyama,859,Magic Island Canoe Launch,21.28777,-157.844116,79,75,Overcast,TRUE,incoming,<1 ft,5,NE,=,209,,,,,"incoming, medium tide",,30.6,,,,,,,,2021-11-17T07:07:53.336Z
14268684-e7e1-4634-a8f9-e17adcf0cc68,Google_107796448582146466088,Hawaii,44,Oʻahu,10/31/2021,8:30:00 AM,2021-10-31T18:30:00.000Z,Greg Young,859,Magic Island Canoe Launch,21.28777,-157.844116,80,73,Sunny,FALSE,incoming,<1 ft,3,NE,=,10.,,,,,"incoming, medium tide",,30.3,,,,,,,,2021-11-05T03:44:04.944Z
3154e7db-6174-4b83-ad70-ea5a255891fe,Google_107796448582146466088,Hawaii,44,Oʻahu,10/17/2021,8:50:00 AM,2021-10-17T18:50:00.000Z,Greg Young,859,Magic Island Canoe Launch,21.28777,-157.844116,79,75,Partly_Cloudy,TRUE,low,<1 ft,20,NE,=,414.,,,,,"incoming, low tide",,26.6,,,,,,,,2021-10-21T07:47:23.416Z
481b50d5-8c04-4341-8fb3-33fce3e7bfb5,Google_107796448582146466088,Hawaii,44,Oʻahu,10/3/2021,8:45:00 AM,2021-10-03T18:45:00.000Z,"Don, Tracey, and Eric Fujiyama",859,Magic Island Canoe Launch,21.28777,-157.844116,79,82,Partly_Cloudy,TRUE,incoming,<1 ft,6,NE,=,10,,,,,"Incoming, medium tide. ",,28.8,,,,,,,,2021-10-07T08:07:29.647Z
9c9d10fd-2723-4552-9dec-53e634b56342,Google_107796448582146466088,Hawaii,44,Oʻahu,9/19/2021,10:00:00 AM,2021-09-19T20:00:00.000Z,"Don, Eli, and Tracey F. ",859,Magic Island Canoe Launch,21.28777,-157.844116,80,77,Sunny,TRUE,low,<1 ft,7,E,=,422.,,,,,"incoming, low tide.",,27.6,,,,,,,,2021-09-22T07:35:17.399Z
e80d2034-24ec-4ad0-ad21-ab23f36d3d3d,Google_107796448582146466088,Hawaii,44,Oʻahu,9/5/2021,9:05:00 AM,2021-09-05T19:05:00.000Z,Don and Tracy F. ,859,Magic Island Canoe Launch,21.28777,-157.844116,79,76,Sunny,FALSE,low,<1 ft,5,NE,=,195.,,,,,"incoming, low tide.  ",,31.3,,,,,,,,2021-09-08T14:04:23.984Z
285f7534-210b-4910-99a0-dc076df5bca8,Google_107796448582146466088,Hawaii,44,Oʻahu,8/22/2021,8:20:00 AM,2021-08-22T18:20:00.000Z,Don and Tracey F. ,859,Magic Island Canoe Launch,21.28777,-157.844116,80,76,Partly_Cloudy,TRUE,low,<1 ft,5,NE,=,98.,,,,,"outgoing, low tide",,31.2,,,,,,,,2021-08-24T08:06:02.602Z
b73c1f57-8f51-4afe-bdfe-9a3171310196,Google_107796448582146466088,Hawaii,44,Oʻahu,8/8/2021,8:20:00 AM,2021-08-08T18:20:00.000Z,Don and Tracey F. ,859,Magic Island Canoe Launch,21.28777,-157.844116,79,75,Partly_Cloudy,TRUE,low,<1 ft,5,NE,=,52.,,,,,"outgoing, low tide",,31.2,,,,,,,,2021-08-10T08:11:53.284Z
bed433af-7802-409f-92e5-2e8b6bfb7aa7,Google_107796448582146466088,Hawaii,44,Oʻahu,7/25/2021,8:20:00 AM,2021-07-25T18:20:00.000Z,Don and Tracey F. ,859,Magic Island Canoe Launch,21.28777,-157.844116,79,78,Sunny,TRUE,outgoing,<1 ft,20,NE,=,31.0,,,,,"outgoing, low tide",,29.2,,,,,,,,2021-07-27T08:17:10.695Z
edff05a9-c5b3-49f7-90a4-2941d55930aa,Google_107796448582146466088,Hawaii,44,Oʻahu,7/11/2021,8:50:00 AM,2021-07-11T18:50:00.000Z,Don and Tracey Fujiyama,859,Magic Island Canoe Launch,21.28777,-157.844116,79,75,Sunny,FALSE,outgoing,<1 ft,3,E,=,52.,,,,,"outgoing, medium tide",,31.1,,,,,,,,2021-07-14T06:42:48.411Z
5026b326-e90e-4a8e-81f6-819b661d61ec,Google_107796448582146466088,Hawaii,44,Oʻahu,6/27/2021,8:40:00 AM,2021-06-27T18:40:00.000Z,Don and Tracy,859,Magic Island Canoe Launch,21.28777,-157.844116,79,75,Sunny,FALSE,outgoing,<1 ft,5,E,=,73,,,,,"outgoing, medium tide",,31.1,,,,,,,,2021-07-10T09:33:40.009Z
2f83fa5b-ea33-4211-955e-9902133e06a7,Google_107796448582146466088,Hawaii,44,Oʻahu,6/13/2021,8:35:00 AM,2021-06-13T18:35:00.000Z,Don and Tracy ?,859,Magic Island Canoe Launch,21.28777,-157.844116,78,74,Partly_Cloudy,TRUE,outgoing,<1 ft,5,NE,=,20.,,,,,,,29.4,,,,,,,,2021-06-16T07:12:18.831Z
a7bd1e73-fa51-413f-8764-7e06a8a9f7a4,Google_114007869303751566145,Hawaii,44,Oʻahu,5/30/2021,7:15:00 AM,2021-05-30T17:15:00.000Z,Don and tracy,859,Magic Island Canoe Launch,21.28777,-157.844116,78,74,,FALSE,,,,,=,30,,,,,,,,,,,,,,,2021-06-01T16:44:02.069Z
e0e6b215-595b-42cb-977b-b47195aad501,Google_114007869303751566145,Hawaii,44,Oʻahu,5/16/2021,8:37:00 AM,2021-05-16T18:37:00.000Z,Don and Tracy,859,Magic Island Canoe Launch,21.28777,-157.844116,77,75,Partly_Cloudy,TRUE,outgoing,<1 ft,15,E,=,203,,,,,medium tide,,,,,,,,,,2021-05-18T16:35:16.640Z
f1e00967-7b6d-448f-a3da-fecc7cd19e58,Google_114007869303751566145,Hawaii,44,Oʻahu,5/2/2021,10:37:00 AM,2021-05-02T20:37:00.000Z,Sherine,859,Magic Island Canoe Launch,21.28777,-157.844116,77,72,Partly_Cloudy,TRUE,incoming,1-2 ft,23,NE,<,10,,,,,"water had a greenish hue; cigarettes masks, plastic bags and other floating trash was noted.  High tide",,,,,,,,,,2021-05-04T05:20:42.851Z
61748b1a-9605-4915-a7a7-c7024463d12d,Google_114007869303751566145,Hawaii,44,Oʻahu,4/18/2021,9:05:00 AM,2021-04-18T19:05:00.000Z,D and T and Ele,859,Magic Island Canoe Launch,21.28777,-157.844116,76,70,Sunny,TRUE,outgoing,<1 ft,5,E,=,31,,,,, ,,,,,,,,,,2021-04-20T05:45:19.865Z
aac3150c-a7ce-4661-a0c0-70abd67faa51,Google_114007869303751566145,Hawaii,44,Oʻahu,4/4/2021,8:54:00 AM,2021-04-04T18:54:00.000Z,Tracy and Don,859,Magic Island Canoe Launch,21.28777,-157.844116,78,71,Light_Rain,TRUE,incoming,<1 ft,5,NE,=,670,,,,,,,,,,,,,,,2021-04-06T03:44:04.918Z
be5a9cca-f836-424e-a2d0-25e0f0aa4877,Google_114007869303751566145,Hawaii,44,Oʻahu,3/21/2021,8:50:00 AM,2021-03-21T18:50:00.000Z,Don and Tracy,859,Magic Island Canoe Launch,21.28777,-157.844116,76,71,Light_Rain,TRUE,incoming,,17,,=,1723,,,,,,,,,,,,,,,2021-03-23T06:22:27.020Z
473412a3-4533-4f52-bd37-10623e108cf3,Google_114007869303751566145,Hawaii,44,Oʻahu,3/7/2021,8:30:00 AM,2021-03-07T18:30:00.000Z,"D, T and E",859,Magic Island Canoe Launch,21.28777,-157.844116,76,71,Sunny,TRUE,incoming,<1 ft,1,E,=,8164,,,,,low tide,,,,,,,,,,2021-03-09T06:19:12.239Z
81a14481-74c6-4b58-96b1-71fb4f2f8fe0,Google_114007869303751566145,Hawaii,44,Oʻahu,2/21/2021,8:40:00 AM,2021-02-21T18:40:00.000Z,Dylan W.,859,Magic Island Canoe Launch,21.28777,-157.844116,77,76,Partly_Cloudy,TRUE,outgoing,<1 ft,5,E,=,10,,,,,,,,,,,,,,,2021-02-23T06:38:39.235Z
94fd4b9e-ff36-4467-b52a-1fd8194a3d03,Google_114007869303751566145,Hawaii,44,Oʻahu,2/7/2021,8:35:00 AM,2021-02-07T18:35:00.000Z,D. and T.,859,Magic Island Canoe Launch,21.28777,-157.844116,77,67,Sunny,TRUE,low,<1 ft,,,=,2700,,,,,canoe club was practicing at the time of sampling,,,,,,,,,,2021-02-09T05:39:28.244Z
8ae29426-6467-4c22-99d5-bf49111a5aa1,us-west-2:fcadde7c-175e-4806-9e6d-3412e9dd865f,Hawaii,44,Oʻahu,1/24/2021,8:50:00 AM,2021-01-24T18:50:00.000Z,Oahu BWTF,859,Magic Island Canoe Launch,21.28777,-157.844116,78,75,Sunny,TRUE,outgoing,<1 ft,,E,=,288,,,,,,,,,,,,,,,2021-01-26T03:58:52.188Z
f31742b7-b6d6-49e0-8dd1-84ae56a2e1fa,us-west-2:fcadde7c-175e-4806-9e6d-3412e9dd865f,Hawaii,44,Oʻahu,1/10/2021,9:25:00 AM,2021-01-10T19:25:00.000Z,Oahu BWTF,859,Magic Island Canoe Launch,21.28777,-157.844116,78,72,Sunny,,outgoing,<1 ft,,E,=,1470,,,,,,,,,,,,,,,2021-01-12T01:49:02.909Z
5aa38114-f62a-4c55-9c44-6da036333f2b,us-west-2:fcadde7c-175e-4806-9e6d-3412e9dd865f,Hawaii,44,Oʻahu,12/27/2020,8:25:00 AM,2020-12-27T18:25:00.000Z,Oahu BWTF,859,Magic Island Canoe Launch,21.28777,-157.844116,79,75,Partly_Cloudy,TRUE,low,<1 ft,,E,=,5794,,,,,salinty 14.8 ppt; outgoing tide,,,,,,,,,,2020-12-29T06:01:54.248Z
12c9a408-34dc-408f-89de-aa2b15d9cd60,us-west-2:fcadde7c-175e-4806-9e6d-3412e9dd865f,Hawaii,44,Oʻahu,12/13/2020,8:20:00 AM,2020-12-13T18:20:00.000Z,Oahu BWTF,859,Magic Island Canoe Launch,21.28777,-157.844116,79,75,Sunny,TRUE,outgoing,,,,=,109,,,,,,,,,,,,,,,2020-12-15T04:48:07.473Z
2621833a-a9e7-47bd-85f9-49068935b764,us-west-2:fcadde7c-175e-4806-9e6d-3412e9dd865f,Hawaii,44,Oʻahu,11/29/2020,9:00:00 AM,2020-11-29T19:00:00.000Z,Oahu BWTF,859,Magic Island Canoe Launch,21.28777,-157.844116,79,75,Light_Rain,TRUE,outgoing,<1 ft,5,E,,199,,,,,negative control  for sample set on 11/29/20 showed 1 positive large well = to 10cfu/100mL,,,,,,,,,,2020-12-01T04:17:26.138Z
d54849a5-7e0f-45a0-afe6-568bedd0c878,us-west-2:fcadde7c-175e-4806-9e6d-3412e9dd865f,Hawaii,44,Oʻahu,11/15/2020,8:11:00 AM,2020-11-15T18:11:00.000Z,Oahu BWTF,859,Magic Island Canoe Launch,21.28777,-157.844116,81,75,Partly_Cloudy,TRUE,outgoing,<1 ft,,E,=,75,,,,,,,,,,,,,,,2020-11-17T04:25:57.583Z
9b72dd91-f830-43c8-9070-49c2f9a2509a,us-west-2:fcadde7c-175e-4806-9e6d-3412e9dd865f,Hawaii,44,Oʻahu,11/1/2020,8:30:00 AM,2020-11-01T18:30:00.000Z,Oahu BWTF,859,Magic Island Canoe Launch,21.28777,-157.844116,82,77,Sunny,TRUE,outgoing,<1 ft,,E,=,31,,,,,"the canoe club was there cleaning the ramp, so there was lots of sediment",,,,,,,,,,2020-11-03T02:48:44.277Z
fc7a5a02-e250-4d13-a81f-48fa68478f90,us-west-2:fcadde7c-175e-4806-9e6d-3412e9dd865f,Hawaii,44,Oʻahu,10/18/2020,8:15:00 AM,2020-10-18T18:15:00.000Z,Oahu BWTF,859,Magic Island Canoe Launch,21.28777,-157.844116,82,79,Partly_Cloudy,TRUE,outgoing,<1 ft,,,=,253,,,,,,,,,,,,,,,2020-10-20T04:49:22.651Z
4011719b-fa11-433d-bd0e-e5c8fcf55cfc,us-west-2:fcadde7c-175e-4806-9e6d-3412e9dd865f,Hawaii,44,Oʻahu,10/4/2020,8:35:00 AM,2020-10-04T18:35:00.000Z,Oahu BWTF,859,Magic Island Canoe Launch,21.28777,-157.844116,81,79,Partly_Cloudy,TRUE,outgoing,<1 ft,,NE,=,197,,,,,,,,,,,,,,,2020-10-06T05:42:20.904Z
c4cd92c1-ada6-4cd6-86b5-3150b6c0ee53,us-west-2:fcadde7c-175e-4806-9e6d-3412e9dd865f,Hawaii,44,Oʻahu,9/6/2020,8:50:00 AM,2020-09-06T18:50:00.000Z,Oahu BWTF,859,Magic Island Canoe Launch,21.28777,-157.844116,81,76,Partly_Cloudy,TRUE,outgoing,<1 ft,,E,<,10,,,,,,,,,,,,,,,2020-09-08T16:25:14.433Z
bb5a0dac-ef34-444d-b5ef-0d578b46b6af,us-west-2:fcadde7c-175e-4806-9e6d-3412e9dd865f,Hawaii,44,Oʻahu,8/23/2020,8:56:00 AM,2020-08-23T18:56:00.000Z,Oahu BWTF,859,Magic Island Canoe Launch,21.28777,-157.844116,81,82,Partly_Cloudy,,high,<1 ft,,E,<,10,,,,,,,,,,,,,,,2020-08-25T06:44:32.579Z
c045798a-84d4-443d-be3b-50fad53c80b3,us-west-2:fcadde7c-175e-4806-9e6d-3412e9dd865f,Hawaii,44,Oʻahu,8/9/2020,8:48:00 AM,2020-08-09T18:48:00.000Z,Oahu BWTF,859,Magic Island Canoe Launch,21.28777,-157.844116,,75,Partly_Cloudy,TRUE,high,<1 ft,15,NE,<,10,,,,,outgoing tide,,,,,,,,,,2020-08-12T16:39:20.299Z
49b75ea9-8c02-4b76-86ca-9223b7aec396,us-west-2:fcadde7c-175e-4806-9e6d-3412e9dd865f,Hawaii,44,Oʻahu,7/12/2020,8:15:00 AM,2020-07-12T18:15:00.000Z,Oahu BWTF,859,Magic Island Canoe Launch,21.28777,-157.844116,,75,Partly_Cloudy,,incoming,<1 ft,,E,=,383,,,,,,,,,,,,,,,2020-07-15T04:24:55.200Z
50107481-e54f-485e-a3bb-77551f8888ba,us-west-2:fcadde7c-175e-4806-9e6d-3412e9dd865f,Hawaii,44,Oʻahu,3/15/2020,8:45:00 AM,2020-03-15T18:45:00.000Z,Oahu BWTF,859,Magic Island Canoe Launch,21.28777,-157.844116,,,Partly_Cloudy,TRUE,outgoing,<1 ft,,E,=,173,,,,,,,,,,,,,,,2020-03-17T19:57:44.629Z
553114935,Import from legacy BWTF database,Hawaii,44,Oʻahu,3/1/2020,8:30:00 AM,2020-03-01T18:30:00Z,Don and Tracy,859,Magic Island Canoe Launch,21.28777,-157.844116,,75,Partly_Cloudy,TRUE,high,0.5 ft,,,=,4034,,,,,"8:15am
outgoing tide
Light NE wind",,,,,,,,,,2020-03-09T18:48:48.000Z
553114944,Import from legacy BWTF database,Hawaii,44,Oʻahu,3/1/2020,8:30:00 AM,2020-03-01T18:30:00Z,L. Taylor and R. Dykes,859,Magic Island Canoe Launch,21.28777,-157.844116,,75,Partly_Cloudy,TRUE,medium,1-2 ft,,,=,201,,,,,"8:54am
outgoing tide
moderate ENE",,,,,,,,,,2020-03-09T18:48:49.000Z
553114571,Import from legacy BWTF database,Hawaii,44,Oʻahu,2/16/2020,8:30:00 AM,2020-02-16T18:30:00Z,Don and Tracy,859,Magic Island Canoe Launch,21.28777,-157.844116,,75,Partly_Cloudy,TRUE,medium,0.5-1 ft,,,=,31,,,,,"8:05 am
incoming tide
light E wind",,,,,,,,,,2020-03-09T18:48:46.000Z
553113939,Import from legacy BWTF database,Hawaii,44,Oʻahu,1/19/2020,8:30:00 AM,2020-01-19T18:30:00Z,Don and Stacy,859,Magic Island Canoe Launch,21.28777,-157.844116,,55,Sunny,TRUE,medium,0.5-1 ft,,,=,173,,,,,"8:45am
incoming
overflow+
Light E Wind
",,,,,,,,,,2020-03-09T18:48:43.000Z
553112858,Import from legacy BWTF database,Hawaii,44,Oʻahu,12/1/2019,9:30:00 AM,2019-12-01T19:30:00Z,Don and Tracy F.,859,Magic Island Canoe Launch,21.28777,-157.844116,,75,Light_Rain,TRUE,high,0.5 ft,,,=,1043,,,,,"9:50am
outgoing tide
moderate E wind
overflow+",,,,,,,,,,2020-03-09T18:48:36.000Z
553112510,Import from legacy BWTF database,Hawaii,44,Oʻahu,11/17/2019,8:30:00 AM,2019-11-17T18:30:00Z,Don and Tracey F. ,859,Magic Island Canoe Launch,21.28777,-157.844116,,75,Partly_Cloudy,TRUE,high,0.5 ft,,,=,30,,,,,"8:40am
outgoing tide
light E wind",,,,,,,,,,2020-03-09T18:48:34.000Z
553112160,Import from legacy BWTF database,Hawaii,44,Oʻahu,11/3/2019,9:30:00 AM,2019-11-03T19:30:00Z,Dan and Tracy F.,859,Magic Island Canoe Launch,21.28777,-157.844116,,75,Partly_Cloudy,TRUE,high,0.5 ft,,,=,10,,,,,"9:10am
outgoing tide
calm SE wind",,,,,,,,,,2020-03-09T18:48:32.000Z
553112879,Import from legacy BWTF database,Hawaii,44,Oʻahu,9/29/2019,9:30:00 AM,2019-09-29T19:30:00Z,No Data,859,Magic Island Canoe Launch,21.28777,-157.844116,,,,TRUE,low,0.5 ft,,,=,556,,,,,"9:03 am
outgoing tide
light  E wind",,,,,,,,,,2020-03-09T18:48:36.000Z
553110451,Import from legacy BWTF database,Hawaii,44,Oʻahu,8/25/2019,9:30:00 AM,2019-08-25T19:30:00Z,Marc and Jess Elias,859,Magic Island Canoe Launch,21.28777,-157.844116,,85,Partly_Cloudy,FALSE,high,0.5 ft,,,=,20,,,,,"Incoming tide, light ENE wind, 10:30am",,,,,,,,,,2020-03-09T18:47:11.000Z
553110285,Import from legacy BWTF database,Hawaii,44,Oʻahu,8/11/2019,9:30:00 AM,2019-08-11T19:30:00Z,Marc and Jess Elias,859,Magic Island Canoe Launch,21.28777,-157.844116,,85,Sunny,FALSE,medium,1-2 ft,,,=,20,,,,,"9:45 am, light NE wind, incoming tide",,,,,,,,,,2020-03-09T18:47:10.000Z
553109387,Import from legacy BWTF database,Hawaii,44,Oʻahu,6/30/2019,8:30:00 AM,2019-06-30T18:30:00Z,Don and Tracey ,859,Magic Island Canoe Launch,21.28777,-157.844116,78,75,Sunny,FALSE,low,3-4 ft,,,=,1081,,,,,"Time: 8:10am, Incoming Tide, Western wind direction ",,,,,,,,,,2020-03-09T18:47:05.000Z
553109099,Import from legacy BWTF database,Hawaii,44,Oʻahu,6/16/2019,7:30:00 AM,2019-06-16T17:30:00Z,Don Fujiyami and Tracy,859,Magic Island Canoe Launch,21.28777,-157.844116,,,Sunny,FALSE,low,2-3 ft,,,=,30,,,,,"7:50am, incoming, light wind",,,,,,,,,,2020-03-09T18:47:04.000Z
553108730,Import from legacy BWTF database,Hawaii,44,Oʻahu,5/26/2019,8:30:00 AM,2019-05-26T18:30:00Z,Don and Tracy,859,Magic Island Canoe Launch,21.28777,-157.844116,,,Partly_Cloudy,FALSE,low,2-3 ft,,,=,81,,,,,"Incoming, 8:30",,,,,,,,,,2020-03-09T18:47:02.000Z
553108063,Import from legacy BWTF database,Hawaii,44,Oʻahu,4/28/2019,7:30:00 AM,2019-04-28T17:30:00Z,Don Fujiyami and Tracy,859,Magic Island Canoe Launch,21.28777,-157.844116,,,Overcast,FALSE,low,1-2 ft,,,=,52,,,,,"8:00, incoming tide",,,,,,,,,,2020-03-09T18:46:58.000Z
553107795,Import from legacy BWTF database,Hawaii,44,Oʻahu,4/7/2019,7:30:00 AM,2019-04-07T17:30:00Z,Don Fujiyami and Tracy,859,Magic Island Canoe Launch,21.28777,-157.844116,,,Sunny,FALSE,medium,0.5 ft,,,=,1320,,,,,"Outgoing tide, calm wind, sample incubated too long, 8:00am",,,,,,,,,,2020-03-09T18:46:56.000Z
553107028,Import from legacy BWTF database,Hawaii,44,Oʻahu,3/10/2019,8:30:00 AM,2019-03-10T18:30:00Z,Don and Tracy,859,Magic Island Canoe Launch,21.28777,-157.844116,73,65,Partly_Cloudy,TRUE,high,3-4 ft,,,=,30,,,,,"8:15 am, strong E winds, outgoing tide",,,,,,,,,,2020-03-09T18:46:52.000Z
553106770,Import from legacy BWTF database,Hawaii,44,Oʻahu,2/24/2019,9:30:00 AM,2019-02-24T19:30:00Z,Don Fujiyami,859,Magic Island Canoe Launch,21.28777,-157.844116,73,75,Sunny,FALSE,high,1-2 ft,,,=,41,,,,,"9:11, E winds calm, overflow positive",,,,,,,,,,2020-03-09T18:46:50.000Z
553106738,Import from legacy BWTF database,Hawaii,44,Oʻahu,2/10/2019,8:30:00 AM,2019-02-10T18:30:00Z,Don Fujiyami,859,Magic Island Canoe Launch,21.28777,-157.844116,73,65,Light_Rain,TRUE,high,1-2 ft,,,=,428,,,,,"8:00AM, outgoing tide, strong NW wind",,,,,,,,,,2020-03-09T18:46:50.000Z
553106721,Import from legacy BWTF database,Hawaii,44,Oʻahu,1/27/2019,8:30:00 AM,2019-01-27T18:30:00Z,Don Fujiyami,859,Magic Island Canoe Launch,21.28777,-157.844116,,75,Partly_Cloudy,FALSE,high,1-2 ft,,,=,231,,,,,"8:16, incoming, light winds E",,,,,,,,,,2020-03-09T18:46:50.000Z